TRACKER,MADE A COPY TO SERVE AS A CHECK LIST [COPY AS OF 10/03/2023 10:11AM,,,,,,,,,,,
Not Done - 2,Cells for questions that are still incomplete are shaded red.,,Make sure to apply corrections from this checklist before applying corrections from other checklists!                           ,,,,,,,,,
Done - 441,,,,,,,,,,,,
No Key - 31,,,,,,,,,,,,
Status,Location in Database,,Item #,Statement Type (Question/Reply),English,Filipino,,,Cebuano,Actual in the DB,Cebuano (fill in the blanks),firestore document name
Done,,"ache-remedy-
paracetamol",150,Question,Have you taken any paracetamol tablet or syrup?,Uminom ka ba ng anumang paracetamol tablet o syrup?,,Uminom ka ba ng gamot katulad ng paracetamol para sa sakit ng ulo?,Moinum baka ug tambal pareha sa paracetamol para sa labad sa ulo?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi sigurado/ hindi alam","1. Oo
2. Dili
3. Wala ko kahibalo",,,
Done,,"ache-remedy-
sleepnap",151,Question,Have you slept or napped for a long time?,Nakatulog o nag-nap ka ba ng matagal?,Nakatulog o nakaidlip ka ba ng matagal?,Nakaidilip ka ba at nakabawi ng pahinga ang katawan mo?,Nakatulog baka kadali ug nakabawi ug pahuway ang imong lawas?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi alam/ hindi sigurado","1. Oo
2. Wala
3. Wala ko kahibalo",,,
Done,,ache-x-confirmation,152,Question,Did you experience ____ along with it?,Nakaranas ka ba ng ____ kasama nito?,,"Kasabay nito, naranasan mo rin ba ang _____? ","Dungan niini, nakasuway ba sad ka ug ________.",,,
Done,,,,Reply,"1. Yes
2. Sometimes
3. No
4. I do not remember","1. Oo
2. Minsan
3. Hindi
4. Hindi ko maalala",,"1. Oo
2. Hindi
3. Minsan
4. Hindi alam/ hindi sigurado","1. Oo
2. Wala
3. Usahay
4. Wala ko kahibalo",,,
Done,,head-affected-part,153,Question,In which part did you experience it?,Saang parte mo ito naramdaman?,,Saang bahagi mo naramdaman ang sakit ng ulo mo? ,Asa dapita nimo nabati ang sakit sa ulo?,,,
Done,,,,Reply,"1. Front
2. Back
3. Left side
4. Right side
5. I do not remember","1. Sa harapan
2. Sa likuran
3. Sa kaliwa
4. Sa kanan
5. Hindi ko maalala",,"1. sa bandang harapan
2. sa bandang likuran
3. sa bandang kaliwa
4. sa bandang kanan
5. Hindi sigurado/ hindi alam","1. sa atubangan
2. sa likod
3. sa wala
4. sa too
5. Wala ko kahibalo",,,
Done,,head-checkup,154,Question,Did you have a check-up with your doctor?,Nagpa-check-up ka ba sa iyong doktor?,,Nagpatingin ka na ba sa doktor?,Nagpatan aw na ba ka sa doctor?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi pa
3. Hindi sigurado/ hindi alam","1. Oo
2. Wala pa
3. Wala ko kahibalo",,,
Done,,"head-discomfort-
intensity",155,Question,"From a scale of 1 to 10, how would you rate your discomfort on it?","Mula 0 hanggang 10, paano mo ire-rate ang iyong discomfort dito?","Mula 0 hanggang 10, gaano ka nahihirapan dahil dito?",Gaano katindi ang sakit kung 10 ang pinakamasakit?,"Unsa ang kasakit nga imong nabati kung mag score tag 0 hangtod sa 10, 10 ang pinakasakit?",,,
Done,,,,Reply,"1. 0
2. 1
3. 2
4. 3
5. 4
6. 5
7. 6
8. 7
9. 8
10. 9
11. 10","1. 0
2. 1
3. 2
4. 3
5. 4
6. 5
7. 6
8. 7
9. 8
10. 9
11. 10",,"
1. 1
2. 2
3. 3
4. 4
5. 5
6. 6
7. 7
8. 8
9. 9
10. 10","
1. 1
2. 2
3. 3
4. 4
5. 5
6. 6
7. 7
8. 8
9. 9
10. 10",,,
Done,,head-lasttime,156,Question,How long since you last experienced it?,Gaano katagal mula noong huli mong naranasan ito?,,Gaano katagal ang sakit ng ulo mo nang huli mo itong naramdaman?,Unsa kadugayon nga nabati nimo ang kasakit sa imong ulo niatong katapusang higayon nga misakit kini?,,,
Done,,,,Reply,"1. 5 days to 1 week
2. 1 to 2 weeks
3. More than 2 weeks
4. I do not remember","1. 5 araw -1 linggo
2. 1 - 2 linggo
3. Higit sa 2 linggo
4. Hindi ko maalala",,"1. 5 - 6 araw 
2. 7- 14 araw
3. lagpas 2 linggo
4. Hindi matandaan","1. 5 - 6 adlaw
2. 7- 14 adlaw
3. lapas na sa 2 ka semana                   4. Wala nako nakahinumdum",,,
Done,,head-otherinterventions,157,Question,Is there any other intervention being done here?,May ibang interventions na ginawa dito?,May iba pa bang interbensyon na ginawa?,May ibang paraan ka bang ginawa?,Aduna bakay lain gibuhat?,,,
,,,,Reply,"1. Physical exercise
2. Nothing","1. Pisikal na ehersisyo
2. Wala",,"1. Nag-ehersisyo
2. Wala, pinabayaan lang","1. Nag-ehersisyo
2. Wala, gipasagdahan ra",accepts any answer,,
Done,,head-recurring,158,Question,Have you experienced pain over and over again?,Paulit-ulit mo bang naranasan ang sakit?,Paulit-ulit mo bang naranasan ang pananakit?,Pabalik-balik ba ang pananakit ng ulo mo?,Magbalik balik ba ang pagsakit sa imong ulo?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,"head-timebefore
recovered",159,Question,How long did it take before the discomfort was relieved?,Gaano katagal bago naibsan ang discomfort?,Gaano katagal bago naibsan ang pananakit?,Gaano katagal bago nawala ang kirot/ sakit?,Unsa kadugay usa nawala ang sakit?,,,
Done,,,,Reply,"1. Immediately
2. Seconds only
3. Minutes only
4. Hours only
5. More than 24 hours
6. I do not remember","1. Agad-agad
2. Mga segundo lang
3. Mga minuto lang
4. Mga oras lang
5. Higit sa 24 oras
6. Hindi ko maalala",,"1. Isang iglap
2. Ilang segundo 
3. Ilang minuto 
4. Umabot ng ilang oras 
5. Lagpas 24 oras
6. Hindi matandaan","1. nikalit lang kawala
2. pipila ka segundo
3. pipila ka minuto
4. miabot ug pila ka oras 
5. nilapas ug 24 ka oras
6. wala nako nakahinumdum",,,
Done,,head-x-confirmation,160,Question,Did you have ____?,Nagkaroon ka ba ng ____?,,Meron ka bang ________?,Aduna ba kay ________?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not know","1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Wala
3. Hindi sigurado/ hindi alam","1. Oo
2. Wala
3. Wala ko kahibalo",,,
Done,,injury-causes,161,Question,Why did you have a head injury?,Bakit ka nagkaroon ng injury sa iyong ulo?,,Bakit may sugat/ pinsala ang ulo mo?,Nganong adunay samad ang imong ulo?,,,
Done,,,,Reply,"1. Slipped/fell down
2. Car accident
3. Violence
4. Other reasons
5. I do not remember","1. Nadulas/nahulog
2. Nabangga ng sasakyan
3. Karahasan
4. Ibang dahilan
5. Hindi ko maalala",,"1. Nadulas/ nahulog
2. Nabangga ng sasakyan
3. Nabugbog/ napalo
4. Ibang dahilan ________
5. Hindi matandaan","1. Naslide o natagak ko
2. Nabangga ug sakyanan
3. Nakulatahan o nabunalan
4. Adunay laing rason ________
5. Wala nako nakahinumdum",,,
Done,,injury-hadblindness,162,Question,Have you lost your sight?,Nawalan ka ba ng paningin?,,Nagdilim ba ang paningin mo?,Ningitngit ba ang imong panan aw?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,injury-haddizziness,163,Question,Did you feel dizzy?,Nahilo ka ba?,,Nahilo ka ba?,Nalipong baka?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,injury-hadhospitalized,164,Question,Were you rushed to the hospital?,Na-isugod ka ba sa ospital?,,Nadala ka ba agad sa ospital?,Nadala baka dayon sa ospital?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,injury-hadpassedout,165,Question,Did you passed out?,Hinimatay ka ba?,,Nawalan ka ba ng malay?,Nakuyapan baka?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,injury-hadvomitted,166,Question,Did you vomit?,Nagsuka ka ba?,,Nagsuka ka ba?                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,Nisuka baka?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako kahinumdum",,,
Done,,injury-remedy-coldpack,167,Question,Did you put a cold pack on your head?,Naglagay ka ba ng cold pack sa iyong ulo?,,Nalagyan ba ng yelo ang ulo mo?,Nabutangan ba ug ice imong ulo?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,"injury-remedy-painkiller
meds",168,Question,Did you take painkiller medications like phenytoin and carbamazepine?,Uminom ka ba ng painkiller na gamot tulad ng phenytoin at carbamazepine?,,Napainom ka ba ng tabletang pamanhid sa sakit/ kirot katulad ng phenytoin o carbamazepine?,Nag inum baka ug tambal nga maka manhid sa sakit pareha sa phenytoin o carbamazepine?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi sigurado/ hindi alam","1. Oo
2. Wala
3. Wala ko kahibalo",,,
No Key,,injury-remedy-undergonepmtrainingtherapies,169,Question,Have you undergone physical and mental training or therapy?,Sumailalim ka ba sa mga pisikal at mental na training o therapy?,,"Nabigyan ka ba ng therapy, physical at mental training?","Natagaan baka ug therapy, pisikal o mental na training?",,,
No Key,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi sigurado/ hindi alam","1. Oo
2. Wala
3. Wala ko kahibalo",,,
Done,,injury-wounds,170,Question,Did your head bleed?,Dumugo ba ang iyong ulo?,,Nagkasugat o dumugo ba ang ulo mo?,Nasamad o nagdugo ba ang imong ulo?,,,
Done,,,,Reply,"1. Yes 
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi sigurado/ hindi alam","1. Oo
2. Wala
3. Wala ko kahibalo",,,
No Key,nose-module,bleeding-nose,171,Question,,Nakaranas ka ba ng pagdudugo ng iyong ilong?,,Dumugo bang ilong mo?,Gadugo ba ang imong ilong?,,,
No Key,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Hindi sigurado/ hindi alam","1. Oo
2. Wala
3. Wala ko kahibalo",,,
Done,,dur-obstruct-nose,172,Question,,Gaano katagal itong nasa ilong mo?,,Gaano na katagal sa loob ng ilong mo ang bagay na ito?,Unsa kadugay na ang butang sa sulod sa imong ilong?,,,
Done,,,,Reply,,,,,no choices,,,
Done,,duration-nose,173,Question,,Gaano katagal mong naranasan ang pananakit?,,Gaano katagal mo naramdaman ang kirot/ sakit?,Unsa kadugay na ang imong nabating kasakit?,,,
Done,,,,Reply,,,,,no choices,,,
Done,,firstoccur-nose,174,Question,,Kailan mo huling naramdaman ang pananakit ng iyong ilong?,,Kailan mo unang naranasan ang problemang ito sa ilong mo?,Kanus a nimo unang namatngonan ang problema sa imong ilong?,,,
Done,,,,Reply,,,,,no choices,,,
Done,,has-nosepain,175,Question,,Nakaramdam ka ba ng sakit sa iyong ilong?,,Sumasakit bang ilong mo?,Nagsakit ba ang imong ilong?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Minsan
4. Hindi ko alam",,"1. Oo
2. Hindi
3. Minsan
4. Hindi matandaan","1. Oo
2. wala
3. Usahay
4. Wala nako nakahinumdum",,,
Done,,"hasremoved-obstruct-
nose",176,Question,,Natanggal na ba ang ito sa iyong ilong?,,Natanggal na ba sa loob ng ilong mo ang bagay na ito?,Natangtang naba ang butang na nasoksok sa imong ilong?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Hindi sigurado/ hindi alam","1. Oo
2. Wala
3. Wala ko kahibalo",,,
Done,,infect-obstruct-nose,177,Question,,Mayroon ka bang nakitang sintomas ng inpeksyon?,,Napansin mo ba kung may nana ang ilong mo?,Nakapansin baka nga adunay nana nga nigawas sa imong ilong?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo, meron
2. Wala
3. Hindi sigurado/ hindi alam","1. Oo, naa
2. Wala koy napansin
3. Wala ko kahibalo",,,
No Key,,itching-nose,178,Question,,Nakaranas ka ba ng pagngangati sa iyong ilong?,,Sobra bang nangangati ang ilong mo?,Nangatol ba ug sobra ang imong ilong?,,,
No Key,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Medyo","1. Oo
2. Wala
3. Medyo",,,
Done,,object-obstruct-nose,179,Question,,Ano ang nakapasok sa iyong ilong?,,Alam mo ba kung ano ang bagay na pumasok sa loob ng ilong mo?,Nakahibalo baka ug unsa na butang ang nisulod sa imong ilong?,,,
Done,,,,Reply,,,,,no response,,,
Done,,obstruction-nose,180,Question,,May eksternal bagay ba na nakapasok sa iyong ilong?,,Sigurado ka bang may nakapasok sa loob ng ilong mo kaya sumasakit ito?,Sigurado baka nga adunay nisulod sa imong ilong mao ng nisakit kini?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Medyo","1. Oo
2. Dili
3. Medyo",,,
Done,,painintensity-nose,181,Question,,Gaano ka sakit ito (1-10)? 10 bilang pinakamasakit,,Gaano katindi ang sakit kung 10 ang pinakamasakit?,"Unsa ang kasakit nga imong nabati kung mag score tag 0 hangtod sa 10, 10 ang pinakasakit?",,,
Done,,,,Reply,,,,,no response,,,
Done,,parthurt-nose,182,Question,,Aling parte ng iyong ilong ang sumasakit?,,Kaya mo bang sabihin kung saan banda sa ilong mo ang masakit?,Kaya ba nimong esulti ug asa dapit sa imong ilong ang nagsakit?,,,
Done,,,,Reply,,,,,no response,,,
Done,,recurring-nose,183,Question,,Naranasan mo na ba ito dati?,,Pabalik-balik ba ang pananakit ng ilong mo?,Magbalik balik ba ang kasakit sa imong ilong?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Hindi sigurado/ hindi matandaan","1. Oo
2. Dili
3. Wala ko kahibalo",,,
No Key,,redness-nose,184,Question,,Nakaranas ka ba ng pamumula ng iyong ilong?,,Namula ba ang ilong mo?,Namuwa ba ang imong ilong?,,,
No Key,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Hindi sigurado/ hindi matandaan","1. Oo
2. wala
3. Wala ko kahibalo",,,
Done,,removed-obstruct-nose,185,Question,,Paano ito tinanggal?,,Natanggal ba ito sa loob ng ilong mo? ,Natangtang ba ang naa sa sulod sa imong ilong?,,,
Done,,,,Reply,,,,,,,,
No Key,,swelling-nose,186,Question,,Nakaranas ka ba ng pagmamaga sa iyong ilong?,,Namaga ba ang ilong mo?,Nihubag ba ang imong ilong?,,,
No Key,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Hindi sigurado/ hindi matandaan","1. Oo
2. Wala
3. Wala ko kahibalo",,,
Done,,"unremoved-obstruct-
nose",187,Question,,Nakapagcheck-up ka na ba tungkol dito?,,Napatingnan mo na ba sa doktor ang problema sa ilong mo?,Napatan aw ba nimo sa doctor ang problema nimo sa ilong?,,,
Done,,,,Reply,,"1. Oo
2. Hindi
3. Hindi ko alam",,"1. Oo
2. Hindi
3. Hindi matandaan/ hindi alam","1. Oo
2. Dili
3. Wala ko kahibalo",,,
Done,skin-module,"blisrash-remedy-
appliedointment",188,Question,Did you apply ointment to the affected areas?,Nagpahid ka ba ng ointment sa mga apektadong lugar?,,May ipinahid ka bang gamot sa bahagi ng balat mo na may problema?,Aduna bakay ipahid na tambal sa parte sa imong panit na adunay problema?,,,
Done,,,,Reply,"1. Yes
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Meron
2. Wala
3. Hindi matandaan ","1. Aduna
2. Wala
3. Wala nako nakahinumdum",,,
Done,,"blisrash-remedy-
usedicepack",189,Question,Did you apply an ice pack or cold compress to the affected areas?,Naglagay ka ba ng ice pack o cold compress sa mga apektadong lugar?,,Nilagyan mo ba ng malamig na bimpo o yelo ang  bahagi ng balat na may pinsala/ problema?,Gibutangan ba nimo ug bugnaw na panapton ang parte sa panit na adunay problema?,,,
Done,,,,Reply,"1. Yes
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala ko kahibalo",,,
Done,,blisters-didpop,190,Question,Did you pop it?,Pinutok mo ba ito?,,Pumutok o nabutas ba ang paltos mo sa balat?,Nibuto o napaksit ba ang tubig tubig sa imong panit?,,,
Done,,,,Reply,"1. Yes
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahihumdum",,,
Done,,"bliswound-remedy-
didapplybandage",191,Question,Did you apply any bandages or dressings?,Naglagay ka ba ng anumang bandage o dressing?,,Nilinis at binalot ba ang sugat?,Gilimpyohan ug gitabunan ba nimo ang samad?,,,
Done,,,,Reply,"1. Yes
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. wala
3. Wala nako nakahihumdum",,,
Done,,bruises-initialcolor,192,Question,What is the initial color of your bruises? ,Ano ang initial na kulay ng iyong mga pasa?,"Sa simula, ano ang kulay ng iyong mga pasa?",Anong kulay ng mga pasa sa simula?,Unsa ang kolor sa mga bun og pag sugod?,,,
Done,,,,Reply,"1. Yellow
2. Blue
3. Purple
4. Pink/red
5. Other color
6. I do not remember","1. Dilaw
2. Asul
3. Kulay-ube
4. Kulay-rosas/pula
5. Ibang kulay
6. Hindi ko maalala",,"1. Dilaw
2. Asul
3. Kulay-ube
4. Kulay-rosas/mapula
5. Ibang kulay
6. Hindi matandaan","1. Yellow
2. Blue
3. violet
4. puwa
5. lahi lahi ug kolor
6. Wala nako nakahinumdum",,,
Done,,"bruises-remedy-
didcompletefirstaid",193,Question,"Did you apply first-aid? (Cold compress for 1 to 2 days, then warm compress for the succeeding ones)","Nag-apply ka ba ng first-aid? (Cold compress para sa 1 hanggang 2 araw, pagkatapos ay warm compress para sa mga susunod na araw)","Naglapat ka ba ng first aid? (Cold compress para sa 1 hanggang 2 araw, pagkatapos ay warm compress para sa mga susunod na araw)","Nagawa ba ang paunang lunas sa una at ikalawang araw, nalagyan ba ng malamig na bimpo/ binalot na yelo sa apektadong bahagi; at sa kasunod na ika-3 at ika-4 ay naipatong ang bimpo o may takip na boteng may maligamgam na tubig?","Natambalan ba dayon  ang problema sa sulod sa 1 hangtod 2 ka  adlaw, nabutangan ba ug panapton o giputos ug ice ang apektadong parte; ug sa sunod na ika 3 hangtod ika 4  na adlaw kay napatong ba ang panapton o tinakobang botelya na adunay tubig na sakto sa kainiton o kabugnawon?",,,
Done,,,,Reply,"1. Yes
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,rashes-doesscratch,194,Question,Did you scratch those rashes?,Kinamot mo ba ang mga pantal na iyon?,,Kinamot mo ba ang mga pantal/ butlig?,Gikatol ba nimo ang buti buti o butlig?,,,
Done,,,,Reply,"1. Yes
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,rashes-isitchy,195,Question,Is it itchy?,Makati ba?,,Sobra bang nangangati?,Sobra ba kini kakatol?,,,
Done,,,,Reply,"1. Yes
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Medyo","1. Oo
2. Dili
3. Medyo",,,
Done,,rashes-type,196,Question,What does the rash look like?,Anong itsura ng pantal?,,Anong hitsura ng pantal/ butlig?,Unsay hitsura sa buti buti o butlig?,,,
Done,,,,Reply,"1. Round
2. Pin point
3. Blister forming
4. I do not remember","1. Mabilog
2. Matulis
3. Blister forming
4. Hindi ko maalala","1. Mabilog
2. Matulis
3. May namumuong paltos
4. Hindi ko maalala","1. Pabilog
2. Patulis
3. May tubig-tubig 
4. Hindi matandaan","1. Linginon
2. Hait
3. adunay tubig-tubig 
4. Wala nako nakahinumdum",,,
Done,,skco-affectedbodyparts,197,Question,Which part of your body is affected?,Aling bahagi ng iyong katawan ang apektado?,,Aling bahagi ng katawan mo ang apektado?,Unsa na parte sa imong lawas ang apektado?,,,
Done,,,,Reply,"1. Face
2. Chest area
3. Back area
4. Hands or arms
5. Feet
6. I do not remember","1. Mukha
2. Dibdib
3. Sa likuran
4. Kamay/braso
5. Paa
6. Hindi ko maalala",,"1. Sa mukha
2. Bandang dibdib
3. Bandang likuran
4. Sa kamay/ braso
5. Sa Paa
6. Hindi matandaan","1. Sa nawong
2. Sa dughan
3. sa may likod
4. Sa kamot o braso
5. Sa tiil
6. Wala nako nakahinumdum",,,
Done,,skco-causes,198,Question,Why did you have ____?,Bakit ka nagkaroon ng ____?,,Bakit nagkaroon ka nito?,Nganong nagka ingon ana man ka?,,,
Done,,,,Reply,,"1. Sunburn
2. Skin irritants
3. Human fault
4. Ibang dahilan
5. Hindi ko maalala","1. Sunburn
2. Skin irritants
3. Dulot ng tao
4. Ibang dahilan
5. Hindi ko maalala","1. Sobrang nabilad sa araw 
2. May ipinahid sa balat
3. Nasaktan ng ibang tao 
4. Ibang dahilan
5. Hindi matandaan","1. Nasobrahan buwad sa init 
2. Adunay gipahid sa panit
3. Napasakitan ug laing taw
4. Adunay laing rason
5. Wala nako nakahinumdum",,,
Done,,skco-didcheckup,199,Question,Did you have a check-up with your doctor regarding this?,Nagpa-check-up ka ba sa imong doktor ukol sa iyong kondisyon sa balat?,Nagpa-check-up ka ba sa iyong doktor tungkol sa kondisyon mo sa balat?,Natingnan na ba ng doktor ang problema mo sa balat? ,Natan aw ba sa doctor ang imong problema sa panit?,,,
Done,,,,Reply,"1. Yes
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,skco-lasttime,200,Question,How long since you last experienced it?,Gaano katagal mula noong huli mong naranasan ito?,Gaano na katagal mula noong huli mo itong naranasan?,Gaano katagal na ang kondisyong ito ng balat mo?,Unsa nani kadugay ang nabati nimong kondisyon sa panit?,,,
Done,,,,Reply,"1. 5 days to 1 week
2. 1 to 2 weeks
3. More than 2 weeks
4. I do not remember","1. 5 araw - 1 linggo
2. 1 - 2 linggo
3. Higit sa 2 linggo
4. Hindi ko maalala",,"1. 5 - 7 araw 
2. 8 - 14 araw
3. lagpas 2 linggo
4. Hindi matandaan","1. 5 - 7 ka adlaw 
2. 8 - 14 ka adlaw
3. lapas na sa 2 ka semana
4. Wala nako nakahinumdum",,,
Done,,skco-otherinterventions,201,Question,What are the other interventions you did?,Ano pang mga interbensyon ang nagawa mo?,,Ano ang ginawa mong ibang paraan para gamutin ito?,Unsa pay laing pamaagi na imong gibuhat para matambalan ang problema?,,,
Done,,,,Reply,1. Physical exercise,1. Pisikal na ehersisyo,,,no response,,,
Done,,skco-painintensity,202,Question,"From a scale of 0 to 10, how would you rate your ____ on it?","Mula 0 hanggang 10, paano mo ire-rate ang iyong ____ dito?","Mula 0 hanggang 10, gaano ka-____ ito?",Gaano katindi ang sakit kung 10 ang pinakamasakit?,"Unsa ang kasakit nga imong nabati kung mag score tag 0 hangtod sa 10, 10 ang pinakasakit?",,,
Done,,,,Reply,"1. 0
2. 1
3. 2
4. 3
5. 4
6. 5
7. 6
8. 7
9. 8
10. 9
11. 10","1. 0
2. 1
3. 2
4. 3
5. 4
6. 5
7. 6
8. 7
9. 8
10. 9
11. 10",,"1. 1
2. 2
3. 3
4. 4
5. 5
6. 6
7. 7
8. 8
9. 9
10. 10
11. hindi masakit","1. 1
2. 2
3. 3
4. 4
5. 5
6. 6
7. 7
8. 8
9. 9
10. 10
11. walay sakit",,,
Done,,skco-recurring,203,Question,Was this a recurring problem?,Paulit-ulit bang nangyari ito?,,Naranasan mo ba kung umuulit o pabalik-balik ang kondisyong ito sa balat mo?,Nakasuway baka nga nagbalik balik ang imong sakit?,,,
Done,,,,Reply,"1. Yes
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,skco-timerecovered,204,Question,How long did it take before the ____ was relieved?,Gaano katagal bago na-relieve ang ____?,Gaano katagal bago ka naginhawaan mula sa ____?,Gaano katagal bago bumuti o bumalik sa karaniwang kondisyon ang balat mo?,Unsa kadugay naayo o nabalik sa normal ang kondisyon sa sa imong panit?,,,
Done,,,,Reply,"1. Immediately
2. Seconds only
3. Minutes only
4. Hours only
5. More than 24 hours
6. I do not remember","1. Agad-agad
2. Mga segundo lang
3. Mga minuto lang
4. Mga oras lang
5. Higit sa 24 oras
6. Hindi ko maalala",,"1. Isang iglap
2. Ilang segundo 
3. Ilang minuto 
4. Umabot ng ilang oras 
5. Lagpas 24 oras
6. Hindi matandaan","1. Kalit lang
2. Pipila ka segundo
3. Pipila ka minuto
4. Pipila ka oras
5. Lapas 24 oras
6. Wala nako nakahinumdum",,,
Done,,skco-x-confirmation,205,Question,Did you have ____?,Nagkaroon ka ba ng ____?,,Nagkaroon ka ba ng _______?,Nagka  _______ ba ka?,,,
Done,,,,Reply,"1. Yes
2. No
3. I do not remember","1. Oo
2. Hindi
3. Hindi ko maalala",,"1. Oo
2. Hindi
3. Hindi matandaan","1. Oo
2. Wala
3. Wala nako nakahinumdum",,,
Done,,wounds-type,206,Question,What type of wound?,Anong klaseng sugat ito?,,Anong itsura ng sugat?,Unsay hitsura sa imong samad?,,,
